timestamp,temperature,vibration,pressure,ml_anomaly,MHI
2025-12-31T17:08:56.909188,88.15,0.56,110.93,0,86.66666666666667
2025-12-31T17:08:59.940139,32.0,1.24,106.97,0,100
2025-12-31T17:09:02.964611,60.57,1.41,85.56,0,81.33333333333333
2025-12-31T17:09:05.988749,37.51,1.15,101.64,0,100
2025-12-31T17:09:09.017848,53.02,1.04,129.66,0,86.66666666666667
2025-12-31T17:09:12.043719,30.94,1.21,100.11,0,100
2025-12-31T17:09:15.065550,31.2,0.93,103.69,0,100
2025-12-31T17:09:18.090381,60.1,0.77,99.9,0,94.66666666666667
2025-12-31T17:09:21.109933,32.01,0.87,87.07,0,86.66666666666667
2025-12-31T17:09:24.121838,50.51,2.82,106.14,0,86.66666666666667
2025-12-31T17:09:27.147358,44.59,0.68,110.54,0,100
2025-12-31T17:09:30.183578,83.1,0.95,111.58,0,86.66666666666667
2025-12-31T17:09:33.224173,41.48,0.92,111.38,0,100
2025-12-31T17:09:36.250732,62.1,0.62,107.02,0,94.66666666666667
2025-12-31T17:09:39.281115,37.24,2.48,111.52,0,86.66666666666667
2025-12-31T17:09:42.393544,37.4,0.58,121.32,0,86.66666666666667
2025-12-31T17:09:45.456269,35.28,0.99,110.12,0,100
2025-12-31T17:09:48.519827,38.09,1.4,99.23,0,100
2025-12-31T17:09:51.563627,61.45,0.93,102.83,0,94.66666666666667
2025-12-31T17:09:54.605372,56.17,0.76,100.81,0,100
2025-12-31T17:09:57.637081,50.12,0.3,86.33,0,86.66666666666667
2025-12-31T17:10:00.653458,75.82,0.36,105.46,0,86.66666666666667
2025-12-31T17:10:03.681764,54.6,0.26,98.5,0,100
2025-12-31T17:10:06.712398,56.89,1.18,98.35,0,100
2025-12-31T17:10:09.734321,46.9,0.29,104.85,0,100
2025-12-31T17:10:12.785969,75.38,0.96,102.48,0,86.66666666666667
2025-12-31T17:10:15.838095,89.49,0.49,111.08,0,86.66666666666667
2025-12-31T17:10:18.873273,61.12,2.23,105.79,0,81.33333333333333
2025-12-31T17:10:21.917807,38.14,0.71,106.38,0,100
2025-12-31T17:10:24.945732,33.51,0.45,107.39,0,100
2025-12-31T17:10:27.988225,87.51,0.74,103.1,0,86.66666666666667
2025-12-31T17:10:31.040136,34.52,0.84,98.28,0,100
2025-12-31T17:10:34.149383,32.42,1.11,103.58,0,100
2025-12-31T17:10:37.318943,49.7,1.34,105.35,0,100
2025-12-31T17:10:40.611199,32.15,1.22,98.81,0,100
2025-12-31T17:10:43.695624,49.87,2.1,98.98,0,86.66666666666667
2025-12-31T17:10:46.734477,40.64,0.36,104.49,0,100
2025-12-31T17:10:49.757027,81.85,0.38,110.88,0,86.66666666666667
2025-12-31T17:10:52.785394,50.17,2.92,103.47,0,86.66666666666667
2025-12-31T17:10:55.805653,31.86,0.96,102.21,0,100
2025-12-31T17:10:58.822294,86.86,0.51,107.42,0,86.66666666666667
2025-12-31T17:11:01.847858,56.68,1.15,104.9,0,100
2025-12-31T17:11:04.870331,55.51,1.39,106.02,0,100
2025-12-31T17:11:07.891270,64.7,1.22,111.42,0,94.66666666666667
2025-12-31T17:11:10.914276,42.48,1.14,100.01,0,100
2025-12-31T17:11:13.940286,47.25,0.4,105.2,0,100
2025-12-31T17:11:16.956292,49.38,1.18,105.8,0,100
2025-12-31T17:11:19.979725,62.72,0.62,107.64,0,94.66666666666667
2025-12-31T17:11:23.008261,32.06,1.23,109.38,0,100
2025-12-31T17:11:26.041326,54.3,1.31,98.28,0,100
2025-12-31T17:11:29.088301,89.14,1.41,107.41,0,86.66666666666667
2025-12-31T17:11:32.121608,48.45,0.63,103.87,0,100
2025-12-31T17:11:35.138523,59.77,0.97,100.37,0,100
2025-12-31T17:11:38.174461,42.64,0.83,127.17,0,86.66666666666667
2025-12-31T17:11:41.196612,40.59,0.75,101.99,0,100
2025-12-31T17:11:44.218378,49.92,0.59,104.07,0,100
2025-12-31T17:11:47.233898,73.01,0.95,109.62,0,86.66666666666667
2025-12-31T17:11:50.256156,44.11,1.27,109.65,0,100
2025-12-31T17:11:53.310718,34.78,1.46,110.16,0,100
2025-12-31T17:11:56.344548,32.1,0.4,105.41,0,100
2025-12-31T17:11:59.383034,40.95,1.32,101.98,0,100
2025-12-31T17:12:02.459541,64.63,0.87,99.1,0,94.66666666666667
2025-12-31T17:12:05.487858,37.94,2.89,110.64,0,86.66666666666667
2025-12-31T17:12:08.521632,82.78,1.38,110.73,0,86.66666666666667
2025-12-31T17:12:11.563147,40.66,1.22,106.18,0,100
2025-12-31T17:12:14.584820,64.61,2.71,99.27,1,51.33333333333334
2025-12-31T17:12:17.599558,62.13,2.21,110.08,0,81.33333333333333
2025-12-31T17:12:20.636637,89.85,0.7,104.02,1,56.666666666666664
2025-12-31T17:12:23.691790,32.36,1.13,101.33,0,100
2025-12-31T17:12:26.783887,45.79,0.51,109.61,0,100
2025-12-31T17:12:29.832047,48.17,0.41,103.12,0,100
2025-12-31T17:12:32.885992,60.67,2.1,99.73,0,81.33333333333333
2025-12-31T17:12:35.924975,86.73,1.27,111.81,0,86.66666666666667
2025-12-31T17:12:38.950130,40.62,0.22,105.76,0,100
2025-12-31T17:12:41.967271,53.89,0.21,107.56,0,100
2025-12-31T17:12:45.005012,38.65,0.65,108.25,0,100
2025-12-31T17:12:48.049126,52.84,1.48,100.41,0,100
2025-12-31T17:12:51.064478,42.05,2.67,109.93,0,86.66666666666667
2025-12-31T17:12:54.091834,58.82,0.71,99.98,0,100
2025-12-31T17:12:57.119554,53.95,0.68,99.07,0,100
2025-12-31T17:13:00.150782,36.17,1.07,111.26,0,100
2025-12-31T17:13:03.192749,33.38,0.25,103.24,0,100
2025-12-31T17:13:06.219892,57.65,0.71,105.26,0,100
2025-12-31T17:13:09.237389,87.36,1.15,111.63,0,86.66666666666667
2025-12-31T17:13:12.261756,30.64,0.41,109.68,0,100
2025-12-31T17:13:15.288524,37.19,0.77,98.86,0,100
2025-12-31T17:13:18.316719,45.31,1.07,102.95,0,100
2025-12-31T17:13:21.346687,59.79,0.91,106.23,0,100
2025-12-31T17:13:24.372644,86.92,0.7,108.04,0,86.66666666666667
2025-12-31T17:13:27.396131,46.32,1.14,107.87,0,100
2025-12-31T17:13:30.421018,86.19,1.25,102.5,0,86.66666666666667
2025-12-31T17:13:33.449922,60.61,1.28,110.9,0,94.66666666666667
2025-12-31T17:13:36.480817,49.83,0.24,106.59,0,100
2025-12-31T17:13:39.516826,43.59,2.64,105.51,0,86.66666666666667
2025-12-31T17:13:42.538285,45.47,0.87,103.57,0,100
2025-12-31T17:13:45.561326,47.74,2.61,111.93,0,86.66666666666667
2025-12-31T17:13:48.582240,47.4,0.33,99.53,0,100
2025-12-31T17:13:51.617327,52.67,0.36,110.61,0,100
2025-12-31T17:13:54.648863,45.66,1.14,100.73,0,100
2025-12-31T17:13:57.684091,57.59,1.02,101.03,0,100
2025-12-31T17:14:00.723415,30.72,2.74,102.98,0,86.66666666666667
2025-12-31T17:14:03.748579,56.56,2.17,100.14,0,86.66666666666667
2025-12-31T17:14:06.774208,49.15,2.85,108.92,1,56.666666666666664
2025-12-31T17:14:09.797576,59.34,1.16,126.86,1,56.666666666666664
2025-12-31T17:14:12.821198,52.72,1.35,108.72,0,100
2025-12-31T17:14:15.856340,31.69,0.71,104.09,0,100
2025-12-31T17:14:18.905996,89.33,0.56,107.68,0,86.66666666666667
2025-12-31T17:14:21.937650,61.72,0.85,86.17,0,81.33333333333333
2025-12-31T17:14:24.966044,36.25,1.04,98.99,0,100
2025-12-31T17:14:28.002143,34.91,1.22,111.19,0,100
2025-12-31T17:14:31.029882,60.04,0.39,92.03,0,81.33333333333333
2025-12-31T17:14:34.052724,38.2,0.56,99.46,0,100
2025-12-31T17:14:37.076546,56.94,1.45,101.15,0,100
2025-12-31T17:14:40.414093,47.39,0.29,99.79,0,100
2025-12-31T17:14:43.568382,37.29,0.77,122.95,0,86.66666666666667
2025-12-31T17:14:46.629350,56.98,0.47,109.84,0,100
2025-12-31T17:14:49.753457,52.01,1.27,111.7,0,100
2025-12-31T17:14:52.857773,82.05,0.54,103.38,0,86.66666666666667
2025-12-31T17:14:55.910570,73.68,0.38,107.0,0,86.66666666666667
2025-12-31T17:14:58.948412,52.23,1.12,104.8,0,100
2025-12-31T17:15:01.999227,31.85,0.27,105.72,0,100
2025-12-31T17:15:05.028180,76.49,1.27,100.65,0,86.66666666666667
2025-12-31T17:15:08.049898,35.42,1.31,104.35,0,100
2025-12-31T17:15:11.113509,36.61,1.36,106.73,0,100
2025-12-31T17:15:14.164098,49.16,1.21,99.68,0,100
2025-12-31T17:15:17.205477,37.49,1.41,99.77,0,100
2025-12-31T17:15:20.248406,58.96,1.23,125.74,0,86.66666666666667
2025-12-31T17:15:23.283345,35.21,1.2,104.56,0,100
2025-12-31T17:15:26.334270,47.85,1.33,91.88,0,86.66666666666667
2025-12-31T17:15:29.379042,62.53,0.65,104.58,0,94.66666666666667
2025-12-31T17:15:32.413841,53.48,0.55,117.87,0,86.66666666666667
2025-12-31T17:15:35.436042,41.83,0.65,100.81,0,100
2025-12-31T17:15:38.469454,62.78,0.23,92.66,0,81.33333333333333
2025-12-31T17:15:41.498187,62.12,0.98,99.02,0,94.66666666666667
2025-12-31T17:15:44.528148,62.7,0.98,129.59,0,81.33333333333333
2025-12-31T17:15:47.565564,87.27,0.5,104.05,0,86.66666666666667
2025-12-31T17:15:50.611947,47.22,0.8,101.12,0,100
2025-12-31T17:15:53.696072,60.95,2.14,102.07,0,81.33333333333333
2025-12-31T17:15:56.765719,52.93,0.39,91.61,0,86.66666666666667
2025-12-31T17:15:59.796239,59.22,1.4,102.41,0,100
2025-12-31T17:16:02.821994,53.79,0.62,108.9,0,100
2025-12-31T17:16:05.861960,30.36,1.31,103.41,0,100
2025-12-31T17:16:08.895901,46.97,1.26,108.76,0,100
2025-12-31T17:16:11.918457,51.36,0.91,107.0,0,100
2025-12-31T17:16:14.953895,54.83,1.25,99.9,0,100
2025-12-31T17:16:17.990251,49.17,2.53,101.0,0,86.66666666666667
2025-12-31T17:16:21.027659,44.68,1.02,99.2,0,100
2025-12-31T17:16:24.086180,57.54,1.13,102.03,0,100
2025-12-31T17:16:27.134826,57.14,1.09,106.64,0,100
2025-12-31T17:16:30.167586,54.96,1.21,121.68,0,86.66666666666667
2025-12-31T17:16:33.204650,44.96,2.61,107.28,0,86.66666666666667
2025-12-31T17:16:36.241067,45.76,2.86,110.79,1,56.666666666666664
2025-12-31T17:16:39.295552,44.3,0.71,107.44,0,100
2025-12-31T17:16:42.329048,56.62,2.99,110.4,1,56.666666666666664
2025-12-31T17:16:45.356441,33.7,0.38,101.98,1,70.0
2025-12-31T17:16:48.373507,51.36,2.55,100.11,1,56.666666666666664
2025-12-31T17:16:51.395150,46.93,1.19,89.15,0,86.66666666666667
2025-12-31T17:16:54.416254,45.43,0.48,102.94,0,100
2025-12-31T17:16:57.434376,62.09,0.99,107.94,0,94.66666666666667
2025-12-31T17:17:00.453557,33.5,2.9,106.08,1,56.666666666666664
2025-12-31T17:17:03.477758,57.75,0.49,104.56,0,100
2025-12-31T17:17:06.516154,32.39,0.38,103.2,0,100
2025-12-31T17:17:09.562957,40.95,1.29,87.54,0,86.66666666666667
2025-12-31T17:17:12.609419,50.85,1.32,103.41,0,100
2025-12-31T17:17:15.636028,47.3,1.43,111.51,0,100
2025-12-31T17:17:18.669733,30.84,1.2,107.71,0,100
2025-12-31T17:17:21.714432,63.95,2.96,101.98,0,81.33333333333333
2025-12-31T17:17:24.742369,61.6,0.67,98.28,0,94.66666666666667
2025-12-31T17:17:27.782343,40.48,2.64,98.37,0,86.66666666666667
2025-12-31T17:17:30.828759,89.29,1.44,109.21,1,56.666666666666664
2025-12-31T17:17:33.883523,56.66,2.4,109.33,1,56.666666666666664
2025-12-31T17:17:36.932957,46.45,0.9,108.31,0,100
2025-12-31T17:17:39.983231,47.65,0.48,98.53,0,100
2025-12-31T17:17:43.030802,74.75,0.53,107.55,0,86.66666666666667
2025-12-31T17:17:46.087865,56.11,0.97,106.07,0,100
2025-12-31T17:17:49.139284,30.02,1.28,104.88,0,100
2025-12-31T17:17:52.181265,43.02,1.14,119.77,0,86.66666666666667
2025-12-31T17:17:55.236003,31.46,1.13,106.56,0,100
2025-12-31T17:17:58.272940,45.05,1.24,108.44,0,100
2025-12-31T17:18:01.306503,51.56,1.21,86.55,0,86.66666666666667
2025-12-31T17:18:04.343892,52.02,0.56,109.95,0,100
2025-12-31T17:18:07.422510,35.77,0.25,111.04,0,100
2025-12-31T17:18:10.498618,50.04,0.67,105.99,0,100
2025-12-31T17:18:13.546341,39.77,0.74,111.33,0,100
2025-12-31T17:18:16.591455,83.99,1.37,102.18,0,86.66666666666667
2025-12-31T17:18:19.649711,79.39,0.87,110.29,0,86.66666666666667
2025-12-31T17:18:22.712919,30.18,1.29,118.2,0,86.66666666666667
2025-12-31T17:18:25.750495,89.38,0.34,107.99,1,56.666666666666664
2025-12-31T17:18:28.797437,34.64,2.19,98.31,1,56.666666666666664
2025-12-31T17:18:31.845177,80.39,1.16,110.22,0,86.66666666666667
2025-12-31T17:18:34.890214,51.01,1.09,85.41,0,86.66666666666667
2025-12-31T17:18:37.950307,35.01,0.61,98.08,0,100
2025-12-31T17:18:41.018843,41.61,0.46,101.75,0,100
2025-12-31T17:18:44.072276,46.0,0.38,101.98,0,100
2025-12-31T17:18:47.122922,33.3,1.31,98.27,0,100
2025-12-31T17:18:50.198693,84.91,0.32,110.79,0,86.66666666666667
2025-12-31T17:18:53.347673,36.69,0.4,108.22,0,100
2025-12-31T17:18:56.493325,63.26,2.47,104.05,0,81.33333333333333
2025-12-31T17:18:59.579995,76.64,0.68,105.39,0,86.66666666666667
2025-12-31T17:19:02.704426,75.81,1.14,101.22,0,86.66666666666667
2025-12-31T17:19:05.750977,60.82,1.28,101.79,0,94.66666666666667
2025-12-31T17:19:08.787782,61.49,0.93,100.43,0,94.66666666666667
2025-12-31T17:19:11.834593,80.99,0.45,105.21,0,86.66666666666667
2025-12-31T17:19:14.888621,61.5,0.64,108.07,0,94.66666666666667
2025-12-31T17:19:17.933878,39.07,1.18,107.47,0,100
2025-12-31T17:19:20.983346,55.52,2.75,111.13,0,86.66666666666667
2025-12-31T17:19:24.040199,50.25,0.78,117.51,0,86.66666666666667
2025-12-31T17:19:27.066421,87.87,0.48,99.62,0,86.66666666666667
2025-12-31T17:19:30.093981,48.15,1.04,87.0,0,86.66666666666667
2025-12-31T17:19:33.112818,80.54,0.67,110.3,0,86.66666666666667
2025-12-31T17:19:36.150733,46.25,2.89,101.92,0,86.66666666666667
2025-12-31T17:19:39.194105,75.41,0.38,104.8,0,86.66666666666667
2025-12-31T17:19:42.228150,89.51,0.92,111.49,0,86.66666666666667
2025-12-31T17:19:45.245190,43.55,0.37,99.11,0,100
2025-12-31T17:19:48.272155,63.71,2.83,106.32,1,51.33333333333334
2025-12-31T17:19:51.285763,40.19,1.21,108.24,0,100
2025-12-31T17:19:54.309108,41.45,0.83,86.54,0,86.66666666666667
2025-12-31T17:19:57.334484,30.42,2.68,105.23,1,56.666666666666664
2025-12-31T17:20:00.357460,58.4,0.36,107.27,0,100
2025-12-31T17:20:03.373546,39.52,1.13,116.51,0,86.66666666666667
2025-12-31T17:20:06.396680,55.04,1.43,99.55,0,100
2025-12-31T17:20:09.423642,49.76,0.56,118.57,0,86.66666666666667
2025-12-31T17:20:12.449053,46.85,0.46,108.67,0,100
2025-12-31T17:20:15.474292,34.9,0.71,86.49,0,86.66666666666667
2025-12-31T17:20:18.499384,58.62,0.25,106.41,0,100
2025-12-31T17:20:21.517050,49.88,0.48,108.7,0,100
2025-12-31T17:20:24.555841,33.35,1.1,110.36,0,100
2025-12-31T17:20:27.604696,45.23,0.43,107.68,0,100
2025-12-31T17:20:30.650225,50.0,0.46,99.45,0,100
2025-12-31T17:20:33.686089,64.13,1.37,98.7,0,94.66666666666667
2025-12-31T17:20:36.716282,42.43,0.94,106.6,0,100
2025-12-31T17:20:39.736549,52.02,2.09,100.18,0,86.66666666666667
2025-12-31T17:20:42.765471,41.95,0.42,104.41,0,100
2025-12-31T17:20:45.803544,76.18,0.41,109.31,0,86.66666666666667
2025-12-31T17:20:48.840329,64.67,1.36,100.84,0,94.66666666666667
2025-12-31T17:20:51.860674,86.3,0.9,102.28,0,86.66666666666667
2025-12-31T17:20:54.901690,89.7,0.73,108.15,0,86.66666666666667
2025-12-31T17:20:57.932097,30.05,1.39,105.37,0,100
2025-12-31T17:21:00.968239,50.27,0.42,109.32,0,100
2025-12-31T17:21:04.006618,37.39,0.68,107.64,0,100
2025-12-31T17:21:07.045009,55.31,0.86,111.25,0,100
2025-12-31T17:21:10.079594,31.51,0.72,107.26,0,100
2025-12-31T17:21:13.116815,30.21,0.58,107.13,0,100
2025-12-31T17:21:16.136463,62.55,1.08,102.12,0,94.66666666666667
2025-12-31T17:21:19.158981,63.26,1.5,111.15,0,88.0
2025-12-31T17:21:22.178918,49.92,0.76,103.79,0,100
2025-12-31T17:21:25.199569,34.26,1.22,102.91,0,100
2025-12-31T17:21:28.244423,84.35,0.28,106.02,0,86.66666666666667
2025-12-31T17:21:31.287232,61.04,0.54,118.31,0,81.33333333333333
2025-12-31T17:21:34.316060,45.78,0.59,125.03,0,86.66666666666667
2025-12-31T17:21:37.366841,58.86,0.31,110.79,0,100
2025-12-31T17:21:40.388831,56.07,1.44,105.18,0,100
2025-12-31T17:21:43.413996,34.51,0.66,108.56,0,100
2025-12-31T17:21:46.433841,39.86,0.38,101.17,0,100
2025-12-31T17:21:49.454598,61.64,1.31,105.56,0,94.66666666666667
2025-12-31T17:21:52.470102,53.86,0.91,89.07,0,86.66666666666667
2025-12-31T17:21:55.490119,46.33,0.35,107.75,0,100
2025-12-31T17:21:58.504677,36.97,0.28,101.7,0,100
2025-12-31T17:22:01.524947,33.32,0.58,110.2,0,100
2025-12-31T17:22:04.547940,31.75,2.29,98.41,0,86.66666666666667
2025-12-31T17:22:07.572761,33.32,0.75,104.03,0,100
2025-12-31T17:22:10.600058,30.84,0.63,107.71,0,100
2025-12-31T17:22:13.623925,38.46,0.91,92.98,0,86.66666666666667
2025-12-31T17:22:16.641757,56.24,1.09,103.89,0,100
2025-12-31T17:22:19.656925,61.71,1.05,102.38,0,94.66666666666667
2025-12-31T17:22:22.680834,76.83,1.0,106.57,0,86.66666666666667
2025-12-31T17:22:25.707842,64.6,0.56,111.56,0,94.66666666666667
2025-12-31T17:22:28.729212,31.2,1.36,99.23,0,100
2025-12-31T17:22:31.754313,60.44,0.55,102.03,0,94.66666666666667
2025-12-31T17:22:34.772015,31.59,1.46,111.95,0,100
2025-12-31T17:22:37.797119,40.87,1.14,119.62,0,86.66666666666667
2025-12-31T17:22:40.819677,45.68,1.4,109.91,0,100
2025-12-31T17:22:43.843875,57.0,2.8,109.89,0,86.66666666666667
2025-12-31T17:22:46.868971,39.75,1.4,107.82,0,100
2025-12-31T17:22:49.887257,56.02,2.38,110.42,1,56.666666666666664
2025-12-31T17:22:52.908254,34.02,0.35,98.46,0,100
2025-12-31T17:22:55.932652,33.69,1.23,99.68,0,100
2025-12-31T17:22:58.954603,58.02,0.97,102.06,0,100
2025-12-31T17:23:01.978595,45.82,0.55,104.37,0,100
2025-12-31T17:23:05.000592,48.96,0.76,103.41,0,100
2025-12-31T17:23:08.026450,45.01,0.53,106.01,0,100
2025-12-31T17:23:11.048684,30.34,0.44,104.65,0,100
2025-12-31T17:23:14.074251,43.02,0.87,99.23,0,100
2025-12-31T17:23:17.099572,52.78,0.66,100.99,0,100
2025-12-31T17:23:20.123084,58.58,1.29,106.48,0,100
2025-12-31T17:23:23.138613,61.8,0.71,111.4,0,94.66666666666667
2025-12-31T17:23:26.153526,52.35,2.54,105.16,0,86.66666666666667
2025-12-31T17:23:29.174267,44.9,1.12,108.72,0,100
2025-12-31T17:23:32.196487,52.22,0.59,108.5,0,100
2025-12-31T17:23:35.225349,63.58,0.54,106.33,0,94.66666666666667
