timestamp,temperature,vibration,pressure
2025-12-31 16:19:09.605538,63.2,1.02,102.7
2025-12-31 16:19:11.605538,47.27,0.85,109.11
2025-12-31 16:19:13.605538,38.13,1.18,103.43
2025-12-31 16:19:15.605538,59.83,0.98,119.95
2025-12-31 16:19:17.605538,34.69,0.27,110.87
2025-12-31 16:19:19.605538,30.3,0.38,101.52
2025-12-31 16:19:21.605538,60.16,0.34,111.73
2025-12-31 16:19:23.605538,57.66,0.34,110.9
2025-12-31 16:19:25.605538,55.71,1.5,105.37
2025-12-31 16:19:27.605538,53.16,2.78,102.4
2025-12-31 16:19:29.605538,80.03,1.02,107.38
2025-12-31 16:19:31.605538,32.48,0.23,110.92
2025-12-31 16:19:33.605538,56.98,1.41,103.88
2025-12-31 16:19:35.605538,46.04,1.11,123.92
2025-12-31 16:19:37.605538,60.86,1.15,99.46
2025-12-31 16:19:39.605538,54.74,0.81,109.53
2025-12-31 16:19:41.605538,78.65,0.69,101.55
2025-12-31 16:19:43.605538,37.13,0.25,100.68
2025-12-31 16:19:45.605538,55.73,0.54,110.03
2025-12-31 16:19:47.605538,41.72,0.75,98.52
2025-12-31 16:19:49.605538,54.04,0.4,89.66
2025-12-31 16:19:51.605538,80.66,0.6,101.55
2025-12-31 16:19:53.605538,59.6,1.5,98.37
2025-12-31 16:19:55.605538,40.52,1.31,98.87
2025-12-31 16:19:57.605538,53.86,0.57,108.05
2025-12-31 16:19:59.605538,32.86,2.32,109.28
2025-12-31 16:20:01.605538,35.18,2.79,110.72
2025-12-31 16:20:03.605538,58.92,0.81,106.27
2025-12-31 16:20:05.605538,84.68,0.96,100.25
2025-12-31 16:20:07.605538,63.03,1.3,98.61
2025-12-31 16:20:09.605538,35.04,0.87,99.33
2025-12-31 16:20:11.605538,48.48,1.42,93.64
2025-12-31 16:20:13.605538,55.31,0.57,102.25
2025-12-31 16:20:15.605538,42.61,1.35,98.2
2025-12-31 16:20:17.605538,61.03,2.84,99.09
2025-12-31 16:20:19.605538,85.04,1.44,111.94
2025-12-31 16:20:21.605538,72.94,1.32,104.31
2025-12-31 16:20:23.605538,86.41,0.25,101.07
2025-12-31 16:20:25.605538,52.55,2.47,98.32
2025-12-31 16:20:27.605538,33.79,1.1,110.58
2025-12-31 16:20:29.605538,42.93,2.15,108.3
2025-12-31 16:20:31.605538,58.02,0.79,109.14
2025-12-31 16:20:33.605538,34.93,0.9,107.59
2025-12-31 16:20:35.605538,49.8,2.66,111.74
2025-12-31 16:20:37.605538,75.74,0.39,102.42
2025-12-31 16:20:39.605538,30.47,1.07,109.19
2025-12-31 16:20:41.605538,30.74,0.42,91.83
2025-12-31 16:20:43.605538,55.0,1.09,99.1
2025-12-31 16:20:45.605538,37.24,2.47,105.69
2025-12-31 16:20:47.605538,32.39,1.39,111.75
2025-12-31 16:20:49.605538,58.47,0.38,127.24
2025-12-31 16:20:51.605538,63.64,2.09,98.89
2025-12-31 16:20:53.605538,50.87,0.26,109.56
2025-12-31 16:20:55.605538,33.76,2.08,101.15
2025-12-31 16:20:57.605538,49.6,0.59,103.32
2025-12-31 16:20:59.605538,46.65,0.54,105.78
2025-12-31 16:21:01.605538,30.33,0.54,104.88
2025-12-31 16:21:03.605538,59.71,1.34,125.58
2025-12-31 16:21:05.605538,46.9,1.36,116.86
2025-12-31 16:21:07.605538,88.15,0.56,110.93
2025-12-31 16:21:09.605538,32.0,1.24,106.97
2025-12-31 16:21:11.605538,60.57,1.41,85.56
2025-12-31 16:21:13.605538,37.51,1.15,101.64
2025-12-31 16:21:15.605538,53.02,1.04,129.66
2025-12-31 16:21:17.605538,30.94,1.21,100.11
2025-12-31 16:21:19.605538,31.2,0.93,103.69
2025-12-31 16:21:21.605538,60.1,0.77,99.9
2025-12-31 16:21:23.605538,32.01,0.87,87.07
2025-12-31 16:21:25.605538,50.51,2.82,106.14
2025-12-31 16:21:27.605538,44.59,0.68,110.54
2025-12-31 16:21:29.605538,83.1,0.95,111.58
2025-12-31 16:21:31.605538,41.48,0.92,111.38
2025-12-31 16:21:33.605538,62.1,0.62,107.02
2025-12-31 16:21:35.605538,37.24,2.48,111.52
2025-12-31 16:21:37.605538,37.4,0.58,121.32
2025-12-31 16:21:39.605538,35.28,0.99,110.12
2025-12-31 16:21:41.605538,38.09,1.4,99.23
2025-12-31 16:21:43.605538,61.45,0.93,102.83
2025-12-31 16:21:45.605538,56.17,0.76,100.81
2025-12-31 16:21:47.605538,50.12,0.3,86.33
2025-12-31 16:21:49.605538,75.82,0.36,105.46
2025-12-31 16:21:51.605538,54.6,0.26,98.5
2025-12-31 16:21:53.605538,56.89,1.18,98.35
2025-12-31 16:21:55.605538,46.9,0.29,104.85
2025-12-31 16:21:57.605538,75.38,0.96,102.48
2025-12-31 16:21:59.605538,89.49,0.49,111.08
2025-12-31 16:22:01.605538,61.12,2.23,105.79
2025-12-31 16:22:03.605538,38.14,0.71,106.38
2025-12-31 16:22:05.605538,33.51,0.45,107.39
2025-12-31 16:22:07.605538,87.51,0.74,103.1
2025-12-31 16:22:09.605538,34.52,0.84,98.28
2025-12-31 16:22:11.605538,32.42,1.11,103.58
2025-12-31 16:22:13.605538,49.7,1.34,105.35
2025-12-31 16:22:15.605538,32.15,1.22,98.81
2025-12-31 16:22:17.605538,49.87,2.1,98.98
2025-12-31 16:22:19.605538,40.64,0.36,104.49
2025-12-31 16:22:21.605538,81.85,0.38,110.88
2025-12-31 16:22:23.605538,50.17,2.92,103.47
2025-12-31 16:22:25.605538,31.86,0.96,102.21
2025-12-31 16:22:27.605538,86.86,0.51,107.42
2025-12-31 16:22:29.605538,56.68,1.15,104.9
2025-12-31 16:22:31.605538,55.51,1.39,106.02
2025-12-31 16:22:33.605538,64.7,1.22,111.42
2025-12-31 16:22:35.605538,42.48,1.14,100.01
2025-12-31 16:22:37.605538,47.25,0.4,105.2
2025-12-31 16:22:39.605538,49.38,1.18,105.8
2025-12-31 16:22:41.605538,62.72,0.62,107.64
2025-12-31 16:22:43.605538,32.06,1.23,109.38
2025-12-31 16:22:45.605538,54.3,1.31,98.28
2025-12-31 16:22:47.605538,89.14,1.41,107.41
2025-12-31 16:22:49.605538,48.45,0.63,103.87
2025-12-31 16:22:51.605538,59.77,0.97,100.37
2025-12-31 16:22:53.605538,42.64,0.83,127.17
2025-12-31 16:22:55.605538,40.59,0.75,101.99
2025-12-31 16:22:57.605538,49.92,0.59,104.07
2025-12-31 16:22:59.605538,73.01,0.95,109.62
2025-12-31 16:23:01.605538,44.11,1.27,109.65
2025-12-31 16:23:03.605538,34.78,1.46,110.16
2025-12-31 16:23:05.605538,32.1,0.4,105.41
2025-12-31 16:23:07.605538,40.95,1.32,101.98
2025-12-31 16:23:09.605538,64.63,0.87,99.1
2025-12-31 16:23:11.605538,37.94,2.89,110.64
2025-12-31 16:23:13.605538,82.78,1.38,110.73
2025-12-31 16:23:15.605538,40.66,1.22,106.18
2025-12-31 16:23:17.605538,64.61,2.71,99.27
2025-12-31 16:23:19.605538,62.13,2.21,110.08
2025-12-31 16:23:21.605538,89.85,0.7,104.02
2025-12-31 16:23:23.605538,32.36,1.13,101.33
2025-12-31 16:23:25.605538,45.79,0.51,109.61
2025-12-31 16:23:27.605538,48.17,0.41,103.12
2025-12-31 16:23:29.605538,60.67,2.1,99.73
2025-12-31 16:23:31.605538,86.73,1.27,111.81
2025-12-31 16:23:33.605538,40.62,0.22,105.76
2025-12-31 16:23:35.605538,53.89,0.21,107.56
2025-12-31 16:23:37.605538,38.65,0.65,108.25
2025-12-31 16:23:39.605538,52.84,1.48,100.41
2025-12-31 16:23:41.605538,42.05,2.67,109.93
2025-12-31 16:23:43.605538,58.82,0.71,99.98
2025-12-31 16:23:45.605538,53.95,0.68,99.07
2025-12-31 16:23:47.605538,36.17,1.07,111.26
2025-12-31 16:23:49.605538,33.38,0.25,103.24
2025-12-31 16:23:51.605538,57.65,0.71,105.26
2025-12-31 16:23:53.605538,87.36,1.15,111.63
2025-12-31 16:23:55.605538,30.64,0.41,109.68
2025-12-31 16:23:57.605538,37.19,0.77,98.86
2025-12-31 16:23:59.605538,45.31,1.07,102.95
2025-12-31 16:24:01.605538,59.79,0.91,106.23
2025-12-31 16:24:03.605538,86.92,0.7,108.04
2025-12-31 16:24:05.605538,46.32,1.14,107.87
2025-12-31 16:24:07.605538,86.19,1.25,102.5
2025-12-31 16:24:09.605538,60.61,1.28,110.9
2025-12-31 16:24:11.605538,49.83,0.24,106.59
2025-12-31 16:24:13.605538,43.59,2.64,105.51
2025-12-31 16:24:15.605538,45.47,0.87,103.57
2025-12-31 16:24:17.605538,47.74,2.61,111.93
2025-12-31 16:24:19.605538,47.4,0.33,99.53
2025-12-31 16:24:21.605538,52.67,0.36,110.61
2025-12-31 16:24:23.605538,45.66,1.14,100.73
2025-12-31 16:24:25.605538,57.59,1.02,101.03
2025-12-31 16:24:27.605538,30.72,2.74,102.98
2025-12-31 16:24:29.605538,56.56,2.17,100.14
2025-12-31 16:24:31.605538,49.15,2.85,108.92
2025-12-31 16:24:33.605538,59.34,1.16,126.86
2025-12-31 16:24:35.605538,52.72,1.35,108.72
2025-12-31 16:24:37.605538,31.69,0.71,104.09
2025-12-31 16:24:39.605538,89.33,0.56,107.68
2025-12-31 16:24:41.605538,61.72,0.85,86.17
2025-12-31 16:24:43.605538,36.25,1.04,98.99
2025-12-31 16:24:45.605538,34.91,1.22,111.19
2025-12-31 16:24:47.605538,60.04,0.39,92.03
2025-12-31 16:24:49.605538,38.2,0.56,99.46
2025-12-31 16:24:51.605538,56.94,1.45,101.15
2025-12-31 16:24:53.605538,47.39,0.29,99.79
2025-12-31 16:24:55.605538,37.29,0.77,122.95
2025-12-31 16:24:57.605538,56.98,0.47,109.84
2025-12-31 16:24:59.605538,52.01,1.27,111.7
2025-12-31 16:25:01.605538,82.05,0.54,103.38
2025-12-31 16:25:03.605538,73.68,0.38,107.0
2025-12-31 16:25:05.605538,52.23,1.12,104.8
2025-12-31 16:25:07.605538,31.85,0.27,105.72
2025-12-31 16:25:09.605538,76.49,1.27,100.65
2025-12-31 16:25:11.605538,35.42,1.31,104.35
2025-12-31 16:25:13.605538,36.61,1.36,106.73
2025-12-31 16:25:15.605538,49.16,1.21,99.68
2025-12-31 16:25:17.605538,37.49,1.41,99.77
2025-12-31 16:25:19.605538,58.96,1.23,125.74
2025-12-31 16:25:21.605538,35.21,1.2,104.56
2025-12-31 16:25:23.605538,47.85,1.33,91.88
2025-12-31 16:25:25.605538,62.53,0.65,104.58
2025-12-31 16:25:27.605538,53.48,0.55,117.87
2025-12-31 16:25:29.605538,41.83,0.65,100.81
2025-12-31 16:25:31.605538,62.78,0.23,92.66
2025-12-31 16:25:33.605538,62.12,0.98,99.02
2025-12-31 16:25:35.605538,62.7,0.98,129.59
2025-12-31 16:25:37.605538,87.27,0.5,104.05
2025-12-31 16:25:39.605538,47.22,0.8,101.12
2025-12-31 16:25:41.605538,60.95,2.14,102.07
2025-12-31 16:25:43.605538,52.93,0.39,91.61
2025-12-31 16:25:45.605538,59.22,1.4,102.41
2025-12-31 16:25:47.605538,53.79,0.62,108.9
2025-12-31 16:25:49.605538,30.36,1.31,103.41
2025-12-31 16:25:51.605538,46.97,1.26,108.76
2025-12-31 16:25:53.605538,51.36,0.91,107.0
2025-12-31 16:25:55.605538,54.83,1.25,99.9
2025-12-31 16:25:57.605538,49.17,2.53,101.0
2025-12-31 16:25:59.605538,44.68,1.02,99.2
2025-12-31 16:26:01.605538,57.54,1.13,102.03
2025-12-31 16:26:03.605538,57.14,1.09,106.64
2025-12-31 16:26:05.605538,54.96,1.21,121.68
2025-12-31 16:26:07.605538,44.96,2.61,107.28
2025-12-31 16:26:09.605538,45.76,2.86,110.79
2025-12-31 16:26:11.605538,44.3,0.71,107.44
2025-12-31 16:26:13.605538,56.62,2.99,110.4
2025-12-31 16:26:15.605538,33.7,0.38,101.98
2025-12-31 16:26:17.605538,51.36,2.55,100.11
2025-12-31 16:26:19.605538,46.93,1.19,89.15
2025-12-31 16:26:21.605538,45.43,0.48,102.94
2025-12-31 16:26:23.605538,62.09,0.99,107.94
2025-12-31 16:26:25.605538,33.5,2.9,106.08
2025-12-31 16:26:27.605538,57.75,0.49,104.56
2025-12-31 16:26:29.605538,32.39,0.38,103.2
2025-12-31 16:26:31.605538,40.95,1.29,87.54
2025-12-31 16:26:33.605538,50.85,1.32,103.41
2025-12-31 16:26:35.605538,47.3,1.43,111.51
2025-12-31 16:26:37.605538,30.84,1.2,107.71
2025-12-31 16:26:39.605538,63.95,2.96,101.98
2025-12-31 16:26:41.605538,61.6,0.67,98.28
2025-12-31 16:26:43.605538,40.48,2.64,98.37
2025-12-31 16:26:45.605538,89.29,1.44,109.21
2025-12-31 16:26:47.605538,56.66,2.4,109.33
2025-12-31 16:26:49.605538,46.45,0.9,108.31
2025-12-31 16:26:51.605538,47.65,0.48,98.53
2025-12-31 16:26:53.605538,74.75,0.53,107.55
2025-12-31 16:26:55.605538,56.11,0.97,106.07
2025-12-31 16:26:57.605538,30.02,1.28,104.88
2025-12-31 16:26:59.605538,43.02,1.14,119.77
2025-12-31 16:27:01.605538,31.46,1.13,106.56
2025-12-31 16:27:03.605538,45.05,1.24,108.44
2025-12-31 16:27:05.605538,51.56,1.21,86.55
2025-12-31 16:27:07.605538,52.02,0.56,109.95
2025-12-31 16:27:09.605538,35.77,0.25,111.04
2025-12-31 16:27:11.605538,50.04,0.67,105.99
2025-12-31 16:27:13.605538,39.77,0.74,111.33
2025-12-31 16:27:15.605538,83.99,1.37,102.18
2025-12-31 16:27:17.605538,79.39,0.87,110.29
2025-12-31 16:27:19.605538,30.18,1.29,118.2
2025-12-31 16:27:21.605538,89.38,0.34,107.99
2025-12-31 16:27:23.605538,34.64,2.19,98.31
2025-12-31 16:27:25.605538,80.39,1.16,110.22
2025-12-31 16:27:27.605538,51.01,1.09,85.41
2025-12-31 16:27:29.605538,35.01,0.61,98.08
2025-12-31 16:27:31.605538,41.61,0.46,101.75
2025-12-31 16:27:33.605538,46.0,0.38,101.98
2025-12-31 16:27:35.605538,33.3,1.31,98.27
2025-12-31 16:27:37.605538,84.91,0.32,110.79
2025-12-31 16:27:39.605538,36.69,0.4,108.22
2025-12-31 16:27:41.605538,63.26,2.47,104.05
2025-12-31 16:27:43.605538,76.64,0.68,105.39
2025-12-31 16:27:45.605538,75.81,1.14,101.22
2025-12-31 16:27:47.605538,60.82,1.28,101.79
2025-12-31 16:27:49.605538,61.49,0.93,100.43
2025-12-31 16:27:51.605538,80.99,0.45,105.21
2025-12-31 16:27:53.605538,61.5,0.64,108.07
2025-12-31 16:27:55.605538,39.07,1.18,107.47
2025-12-31 16:27:57.605538,55.52,2.75,111.13
2025-12-31 16:27:59.605538,50.25,0.78,117.51
2025-12-31 16:28:01.605538,87.87,0.48,99.62
2025-12-31 16:28:03.605538,48.15,1.04,87.0
2025-12-31 16:28:05.605538,80.54,0.67,110.3
2025-12-31 16:28:07.605538,46.25,2.89,101.92
2025-12-31 16:28:09.605538,75.41,0.38,104.8
2025-12-31 16:28:11.605538,89.51,0.92,111.49
2025-12-31 16:28:13.605538,43.55,0.37,99.11
2025-12-31 16:28:15.605538,63.71,2.83,106.32
2025-12-31 16:28:17.605538,40.19,1.21,108.24
2025-12-31 16:28:19.605538,41.45,0.83,86.54
2025-12-31 16:28:21.605538,30.42,2.68,105.23
2025-12-31 16:28:23.605538,58.4,0.36,107.27
2025-12-31 16:28:25.605538,39.52,1.13,116.51
2025-12-31 16:28:27.605538,55.04,1.43,99.55
2025-12-31 16:28:29.605538,49.76,0.56,118.57
2025-12-31 16:28:31.605538,46.85,0.46,108.67
2025-12-31 16:28:33.605538,34.9,0.71,86.49
2025-12-31 16:28:35.605538,58.62,0.25,106.41
2025-12-31 16:28:37.605538,49.88,0.48,108.7
2025-12-31 16:28:39.605538,33.35,1.1,110.36
2025-12-31 16:28:41.605538,45.23,0.43,107.68
2025-12-31 16:28:43.605538,50.0,0.46,99.45
2025-12-31 16:28:45.605538,64.13,1.37,98.7
2025-12-31 16:28:47.605538,42.43,0.94,106.6
2025-12-31 16:28:49.605538,52.02,2.09,100.18
2025-12-31 16:28:51.605538,41.95,0.42,104.41
2025-12-31 16:28:53.605538,76.18,0.41,109.31
2025-12-31 16:28:55.605538,64.67,1.36,100.84
2025-12-31 16:28:57.605538,86.3,0.9,102.28
2025-12-31 16:28:59.605538,89.7,0.73,108.15
2025-12-31 16:29:01.605538,30.05,1.39,105.37
2025-12-31 16:29:03.605538,50.27,0.42,109.32
2025-12-31 16:29:05.605538,37.39,0.68,107.64
2025-12-31 16:29:07.605538,55.31,0.86,111.25
2025-12-31 16:29:09.605538,31.51,0.72,107.26
2025-12-31 16:29:11.605538,30.21,0.58,107.13
2025-12-31 16:29:13.605538,62.55,1.08,102.12
2025-12-31 16:29:15.605538,63.26,1.5,111.15
2025-12-31 16:29:17.605538,49.92,0.76,103.79
2025-12-31 16:29:19.605538,34.26,1.22,102.91
2025-12-31 16:29:21.605538,84.35,0.28,106.02
2025-12-31 16:29:23.605538,61.04,0.54,118.31
2025-12-31 16:29:25.605538,45.78,0.59,125.03
2025-12-31 16:29:27.605538,58.86,0.31,110.79
2025-12-31 16:29:29.605538,56.07,1.44,105.18
2025-12-31 16:29:31.605538,34.51,0.66,108.56
2025-12-31 16:29:33.605538,39.86,0.38,101.17
2025-12-31 16:29:35.605538,61.64,1.31,105.56
2025-12-31 16:29:37.605538,53.86,0.91,89.07
2025-12-31 16:29:39.605538,46.33,0.35,107.75
2025-12-31 16:29:41.605538,36.97,0.28,101.7
2025-12-31 16:29:43.605538,33.32,0.58,110.2
2025-12-31 16:29:45.605538,31.75,2.29,98.41
2025-12-31 16:29:47.605538,33.32,0.75,104.03
2025-12-31 16:29:49.605538,30.84,0.63,107.71
2025-12-31 16:29:51.605538,38.46,0.91,92.98
2025-12-31 16:29:53.605538,56.24,1.09,103.89
2025-12-31 16:29:55.605538,61.71,1.05,102.38
2025-12-31 16:29:57.605538,76.83,1.0,106.57
2025-12-31 16:29:59.605538,64.6,0.56,111.56
2025-12-31 16:30:01.605538,31.2,1.36,99.23
2025-12-31 16:30:03.605538,60.44,0.55,102.03
2025-12-31 16:30:05.605538,31.59,1.46,111.95
2025-12-31 16:30:07.605538,40.87,1.14,119.62
2025-12-31 16:30:09.605538,45.68,1.4,109.91
2025-12-31 16:30:11.605538,57.0,2.8,109.89
2025-12-31 16:30:13.605538,39.75,1.4,107.82
2025-12-31 16:30:15.605538,56.02,2.38,110.42
2025-12-31 16:30:17.605538,34.02,0.35,98.46
2025-12-31 16:30:19.605538,33.69,1.23,99.68
2025-12-31 16:30:21.605538,58.02,0.97,102.06
2025-12-31 16:30:23.605538,45.82,0.55,104.37
2025-12-31 16:30:25.605538,48.96,0.76,103.41
2025-12-31 16:30:27.605538,45.01,0.53,106.01
2025-12-31 16:30:29.605538,30.34,0.44,104.65
2025-12-31 16:30:31.605538,43.02,0.87,99.23
2025-12-31 16:30:33.605538,52.78,0.66,100.99
2025-12-31 16:30:35.605538,58.58,1.29,106.48
2025-12-31 16:30:37.605538,61.8,0.71,111.4
2025-12-31 16:30:39.605538,52.35,2.54,105.16
2025-12-31 16:30:41.605538,44.9,1.12,108.72
2025-12-31 16:30:43.605538,52.22,0.59,108.5
2025-12-31 16:30:45.605538,63.58,0.54,106.33
2025-12-31 16:30:47.605538,37.52,0.35,101.5
2025-12-31 16:30:49.605538,56.2,2.82,98.59
2025-12-31 16:30:51.605538,56.81,0.68,103.47
2025-12-31 16:30:53.605538,64.05,0.76,118.06
2025-12-31 16:30:55.605538,45.81,0.21,104.3
2025-12-31 16:30:57.605538,42.57,0.46,124.76
2025-12-31 16:30:59.605538,58.99,2.79,110.79
2025-12-31 16:31:01.605538,39.88,1.25,103.01
2025-12-31 16:31:03.605538,87.46,1.12,98.33
2025-12-31 16:31:05.605538,48.89,1.46,122.33
2025-12-31 16:31:07.605538,37.34,1.5,100.1
2025-12-31 16:31:09.605538,54.03,1.35,102.9
2025-12-31 16:31:11.605538,39.77,0.77,107.13
2025-12-31 16:31:13.605538,42.35,1.37,103.34
2025-12-31 16:31:15.605538,59.33,2.62,98.07
2025-12-31 16:31:17.605538,40.79,1.4,90.94
2025-12-31 16:31:19.605538,72.22,1.42,100.06
2025-12-31 16:31:21.605538,37.68,1.18,102.54
2025-12-31 16:31:23.605538,34.39,2.18,107.07
2025-12-31 16:31:25.605538,38.55,1.08,100.24
2025-12-31 16:31:27.605538,44.2,1.45,105.33
2025-12-31 16:31:29.605538,31.11,0.25,101.84
2025-12-31 16:31:31.605538,56.81,1.48,100.23
2025-12-31 16:31:33.605538,42.75,1.39,104.43
2025-12-31 16:31:35.605538,34.93,0.59,102.89
2025-12-31 16:31:37.605538,42.73,1.25,100.83
2025-12-31 16:31:39.605538,38.09,1.07,105.63
2025-12-31 16:31:41.605538,74.08,0.46,110.13
2025-12-31 16:31:43.605538,63.35,0.2,122.27
2025-12-31 16:31:45.605538,79.95,0.81,98.35
2025-12-31 16:31:47.605538,60.81,0.84,103.82
2025-12-31 16:31:49.605538,61.32,1.35,103.89
2025-12-31 16:31:51.605538,45.61,0.9,109.72
2025-12-31 16:31:53.605538,57.73,1.19,120.23
2025-12-31 16:31:55.605538,37.28,0.92,128.73
2025-12-31 16:31:57.605538,72.49,0.98,111.32
2025-12-31 16:31:59.605538,44.0,2.94,104.47
2025-12-31 16:32:01.605538,48.15,1.05,98.95
2025-12-31 16:32:03.605538,48.31,0.41,105.43
2025-12-31 16:32:05.605538,35.52,0.72,109.83
2025-12-31 16:32:07.605538,32.15,1.03,110.63
2025-12-31 16:32:09.605538,30.65,0.88,100.14
2025-12-31 16:32:11.605538,74.78,0.55,105.45
2025-12-31 16:32:13.605538,63.35,1.11,98.28
2025-12-31 16:32:15.605538,45.39,0.29,117.11
2025-12-31 16:32:17.605538,61.17,2.2,105.97
2025-12-31 16:32:19.605538,44.88,0.69,99.6
2025-12-31 16:32:21.605538,63.54,0.21,90.43
2025-12-31 16:32:23.605538,30.15,0.33,99.52
2025-12-31 16:32:25.605538,47.48,0.45,103.44
2025-12-31 16:32:27.605538,40.99,1.32,105.62
2025-12-31 16:32:29.605538,62.79,0.67,106.75
2025-12-31 16:32:31.605538,62.29,1.42,106.44
2025-12-31 16:32:33.605538,47.7,2.55,111.23
2025-12-31 16:32:35.605538,47.51,2.72,98.55
2025-12-31 16:32:37.605538,35.33,1.45,109.87
2025-12-31 16:32:39.605538,45.59,0.45,101.26
2025-12-31 16:32:41.605538,81.57,1.05,111.68
2025-12-31 16:32:43.605538,40.17,0.59,109.24
2025-12-31 16:32:45.605538,52.41,0.94,123.47
2025-12-31 16:32:47.605538,54.09,0.48,116.54
2025-12-31 16:32:49.605538,35.59,0.64,98.33
2025-12-31 16:32:51.605538,49.09,1.01,98.55
2025-12-31 16:32:53.605538,89.23,1.11,98.98
2025-12-31 16:32:55.605538,88.78,0.39,99.34
2025-12-31 16:32:57.605538,54.75,0.3,99.04
2025-12-31 16:32:59.605538,42.62,1.14,89.7
2025-12-31 16:33:01.605538,72.73,0.86,104.19
2025-12-31 16:33:03.605538,38.68,0.56,88.83
2025-12-31 16:33:05.605538,60.57,1.25,111.43
2025-12-31 16:33:07.605538,41.44,1.47,106.7
2025-12-31 16:33:09.605538,44.1,1.43,98.52
2025-12-31 16:33:11.605538,49.03,1.2,102.42
2025-12-31 16:33:13.605538,50.76,0.63,106.01
2025-12-31 16:33:15.605538,81.8,1.47,109.87
2025-12-31 16:33:17.605538,37.33,0.37,102.36
2025-12-31 16:33:19.605538,84.26,0.82,108.8
2025-12-31 16:33:21.605538,53.87,1.02,100.06
2025-12-31 16:33:23.605538,59.87,0.4,102.42
2025-12-31 16:33:25.605538,38.04,1.44,98.95
2025-12-31 16:33:27.605538,45.68,1.38,117.59
2025-12-31 16:33:29.605538,79.11,0.7,104.38
2025-12-31 16:33:31.605538,51.47,0.37,100.36
2025-12-31 16:33:33.605538,36.6,0.61,92.74
2025-12-31 16:33:35.605538,79.3,0.27,102.34
2025-12-31 16:33:37.605538,46.95,1.2,105.11
2025-12-31 16:33:39.605538,43.23,0.74,108.04
2025-12-31 16:33:41.605538,64.95,0.57,107.46
2025-12-31 16:33:43.605538,76.25,0.91,100.65
2025-12-31 16:33:45.605538,59.66,0.9,98.08
2025-12-31 16:33:47.605538,45.29,1.02,124.94
2025-12-31 16:33:49.605538,32.47,0.97,107.27
2025-12-31 16:33:51.605538,51.41,0.59,108.18
2025-12-31 16:33:53.605538,33.15,1.47,108.24
2025-12-31 16:33:55.605538,49.03,1.27,109.9
2025-12-31 16:33:57.605538,50.42,0.37,109.14
2025-12-31 16:33:59.605538,40.91,1.24,105.35
2025-12-31 16:34:01.605538,45.41,1.24,118.52
